"CAR_SE_ALOPER";"NUM_OPER_ALIM_ALOPER";"NOME_ALOPER";"TOT_CONS_ALOPER";"TOT_KVA_ALOPER";"QTDE_POSTO_ALOPER";"COMPRIM_TOT_ALOPER";"NVL(AO.INDIC_ALIM_EXPRES_ALOPER,'N')";"CONJUNTO"
72586;725862264;MANCHESTER;2592;6932;190;81.45;N;14668
72586;725862265;LONDRES;0;0;0;0.03;N;14668
72586;725862266;BRIGHTON;0;0;0;0.03;N;14668
72586;725862267;CAMBRIDGE;0;0;0;0.03;N;14668
72586;725862268;LEEDS;6;260;5;26.16;S;14668
75291;752917087;LIGACAO;902;8059;627;230.37;N;16770
72869;728692279;EXPRESSO PINHAO;1;15;1;33.22;S;14619
75596;755967116;Quinze de Dezembro;2960;6378;70;14.99;N;14619
72590;725902208;USINA PLATAO;9;7152;3;4.12;N;14651
72840;728402269;PHC BARRA BONITA;1;0;0;0.04;N;14632
72300;723002447;UFV SON;1;2760;1;5.05;N;14666
72856;728562476;MINERIOS;0;40;2;8.26;N;15970
72997;729972354;KURASHIKI;4;19035;3;5.26;N;14680
72997;729972355;GUARAGI;1129;12646;382;221.61;N;14680
72863;728632372;FERNANDO;1;6010;1;10.49;N;14623
72638;726387364;Alto Alegre;2105;13496;317;134.01;N;16755
72830;728302442;UFV MONTE SIAO;1;5385;1;12.72;N;
72638;726387484;Vitória Régia;1056;1260;15;5.13;N;16755
72638;726387485;João Paulo 1;1818;18920;62;17.88;N;16755
75109;751092408;SAJAMA;0;0;0;0.01;N;14682
72865;728657227;JOAO STRASS;551;9925;12;5.11;N;15961
72865;728657228;DELTA;3310;4888;61;12.71;N;15961
72865;728657229;ELKIND;2647;15335;134;55.77;N;15961
72865;728657230;PARIGOT DE SOUZA;2579;2820;40;7.45;N;15961
75134;751342404;TUNAS;1;30;1;0.08;N;15950
72160;721607289;Operário;399;7895;12;4.27;N;14628
72160;721607290;Cibrazem;3456;16313;366;111.38;N;14628
72160;721607291;SÃO CRISTÓVÃO;2819;8620;98;20.4;N;14628
71170;711707383;Mili - 3;16;7752;4;6.52;N;15581
71170;711707384;Arara 03;132;7288;8;3.63;N;15581
71170;711707385;New Holland 03;47;18232;17;5.58;N;15581
71170;711707386;Oswaldo Cruz 03;5158;16272;76;12.86;N;15581
75646;756462278;CARLOPOLIS;0;20;2;30.28;N;16780
75113;751132228;EXPRESSO BOA VISTA;0;0;0;0.01;N;14628
72020;720207334;AZEVEDO;0;11;1;1.04;N;14691
75670;756706985;Ines;685;3092;77;27.8;N;14697
75670;756706986;Luzia;1110;8544;311;155.19;N;14697
72210;722107050;Farroupilha;3430;12002;212;124.42;N;14682
71830;718307206;Canguçu;2204;7042;63;17.7;N;14687
72859;728597091;Vila São Pedro 2;2621;14465;71;15.38;N;16780
72859;728597092;Reianópolis 2;774;8804;494;259.11;N;16780
72859;728597093;Braúna 2;1426;11815;66;13.84;N;16780
72859;728597094;Senges 2;1512;16556;250;171.44;N;16780
72290;722907395;Mulato;1;1750;1;0.02;N;14672
75882;758822411;RIO PEDRINHO;2069;16763;1076;474.82;N;14632
75882;758822412;TERRA SANTA;441;4992;395;178.94;N;14632
74090;740907097;Makiolka;5078;11245;108;19.19;N;15923
72985;729857314;Vila Francelina;0;0;0;0.15;N;15573
72985;729857315;Carlos Cavalcanti;0;0;0;0.18;N;15573
75957;759577369;São Sebastião;0;0;0;0.02;N;15577
75957;759577370;Vila C;0;0;0;0.03;N;15577
75957;759577371;Refúgio;4022;11618;103;29.25;N;15577
75957;759577372;Garibaldi;3178;6038;75;12.55;N;15577
75934;759347483;Salto Cavalcanti;0;0;0;0.01;N;16780
72630;726307226;Ferreira;4732;11842;98;27.53;N;14650
75098;750982369;FUNAI;394;4983;239;109.63;N;15919
72824;728242302;SADY LOUREIRO;1449;8786;229;165.21;N;14637
75088;750882460;BRASILANDIA DO SUL;971;2778;32;7.82;N;16756
75088;750882461;GLEBA QUATORZE;167;4682;180;159.82;N;16756
75088;750882462;CACULA;1;30;1;25.96;N;16756
75559;755597165;Capinzal;151;5410;135;106.87;N;15945
74570;745707359;FLORESTA;0;0;0;0;N;16765
74570;745707360;LOJAS;0;0;0;0;N;16765
74570;745707361;INAJÁ;0;0;0;0;N;16765
72824;728247231;Albatroz;3282;9848;192;110.73;N;14637
71170;711707340;São Miguel 3;640;16926;82;20.43;N;15581
75302;753022443;CRUZEIRO DO IGUACU;0;55;2;0.04;N;15939
72231;722317251;Kumamoto;3227;21912;166;55.55;N;15933
75163;751637270;Colômbia;2172;13258;163;70.52;N;16760
75519;755197026;Rainha;1099;4430;39;10.11;N;14651
72830;728307089;Montóia;408;728;8;3.29;N;14634
72989;729897001;LIRA;72;4512;32;17.82;N;14645
72864;728647124;Lavanda;3335;11068;98;18.48;N;14622
72842;728427234;Tupi;0;150;1;0.86;N;14631
72822;728227425;Genova;0;0;0;0.17;N;15932
72866;728662493;MEDIANEIRA;0;0;0;1.07;N;15570
72866;728662494;FRIELLA;0;0;0;0.02;N;15570
75633;756332261;LD RDR ATO;1;15;1;33.8;N;14652
72593;725932325;IGUATEMI;4;75;2;18.79;S;15933
72593;725932326;EXPRESSA MANDAGUACU;1;142;2;26.46;N;15933
72593;725932327;INGUEM;1;12000;0;0.61;N;
72593;725932328;SARANDI;2;2585;3;18.69;N;15933
72561;725617288;PLASTILIT;1;6475;0;1.55;N;15956
71170;711707296;Nipodenso 4;86;9800;8;4.02;N;15581
71170;711707297;Lunardelli 4;19;10198;9;7.67;N;15581
71170;711707298;( Phillip Morris 4 );8;11450;4;4.47;N;15581
75225;752252429;SE SQD;1;30;1;0.02;N;14670
72231;722312458;GELITA NOVO;42;17688;15;45.85;N;15933
75596;755962224;EXP FAXINAL DO CEU;0;0;0;27.98;N;14619
72855;728557039;Ervateira;1827;6735;70;16.39;N;14627
75522;755227486;Santo Cristo;0;0;0;0.04;N;14645
75522;755227487;Cerro Alto;0;0;0;0.02;N;14645
75224;752246981;Machiavelli;750;2822;49;11.77;N;14687
75224;752246982;Tres Poços;263;2653;197;80.51;N;14687
75224;752246983;Campina;505;4728;360;135.89;N;14687
75224;752246984;Agua Amarela;2720;24542;1232;318.91;N;14687
75645;756457044;Cachoeira;349;4194;244;89.2;N;14627
72857;728572391;ZIRCONITA;2;315;7;29.9;N;14626
72994;729947317;Barra Bonita Novo;2597;29694;1671;549.62;N;16770
72994;729942478;PCH SAO JOAO II;0;0;0;23.45;N;16770
75742;757422283;SICLUP;96;2390;92;48.84;N;14666
75325;753252448;AL EXPRESSO RIO CLARO DO;0;30;1;23.64;N;14627
75205;752052470;STA ISABEL;0;30;1;0.08;N;14651
75228;752287008;Ribas;2358;13556;281;116.29;N;15940
75228;752287009;Baronel;126;1610;120;59.87;N;15940
75228;752287010;Mambucas;430;5858;339;168.58;N;15940
72180;721802271;PARQUE DO SOM;1138;17850;871;402.38;N;15919
72180;721802272;MARIOPOLIS;2695;29558;577;344.56;N;15919
72180;721802273;VITORINO;0;30;1;13.75;N;15919
72825;728257068;Cerejeira;3993;12065;120;24.34;N;14636
75699;756992407;EXPRESSO APARECIDA;73;4555;63;62.61;N;14651
72207;722072432;EXPRESSO STA LUCIA;2042;15098;677;297.08;N;14628
72207;722072433;LINDOESTE;0;0;0;21.11;N;14628
72207;722072434;SANTA LUCIA;430;8058;345;157.32;N;14628
72207;722072435;ALTO ALEGRE;975;10699;408;163;N;14628
72207;722072436;BOA VISTA;61;370;21;49.51;N;14628
72207;722072437;MARMELANDIA;0;0;0;0.25;N;14628
75871;758717060;Zona Franca;58;10078;28;9;N;15938
74876;748767113;Erasto;5560;15335;119;16.38;N;15954
71830;718302193;EXPRESSO ANTONIO OLINTO;0;0;0;31.89;S;14687
71473;714732475;EXPRESSO SANEPAR;82;20843;48;31.38;N;14671
74846;748467043;Sobania;2387;4282;48;9.09;N;14603
75977;759772262;LD VRE ITO;255;3732;128;52.14;N;15939
72991;729917058;Porto Alegre;3428;9720;106;19.36;N;15572
72991;729917059;Unipar;3669;12268;89;11.72;N;15572
71730;717302497;JAO;0;0;0;0;N;15919
72866;728667272;Aurora;735;8998;247;92.45;N;15570
72980;729802409;NOVACKI 2;1;20000;0;6.19;N;15927
75880;758807445;BERTOJA;113;2272;96;74.37;N;14684
75880;758807446;MIRANTE;0;0;0;0.02;N;14684
72240;722402371;EXPRESSO SOCAVAO;0;0;0;0.02;N;14678
75179;751792376;LORENZETTI DNA ICA;100;4330;68;76.19;N;15571
72843;728437264;Pedreira;535;7788;382;221.53;N;14678
72843;728437265;Brotas;2324;8960;167;50.91;N;14678
72843;728437266;Machadinho;2364;8885;72;18.3;N;14678
75080;750802202;FLOR DA SERRA;1026;8900;308;123.21;N;14628
75080;750802203;JUVINOPOLIS;864;9996;558;304.38;N;14628
75080;750802204;MONTANHA;281;380;8;4.54;N;14628
72842;728427051;Coamo;1;10750;0;0.44;N;14631
72996;729967180;Catar;4951;6518;87;18.91;N;14611
72110;721107379;Caraíbas;375;622;10;1.75;N;14672
75878;758787392;Colonia Dois;470;3444;174;49.54;N;14627
75878;758787393;Fluviopolis;899;9156;471;158.63;N;14627
75878;758787394;Bairro dos Lima;408;4598;246;84.63;N;14627
75895;758952304;TAPNOL;1;45;1;19.77;S;14667
75990;759907402;Cacique Condá;1709;10022;155;66.96;N;15919
75877;758777403;Revestical;38;200;13;5.17;N;15959
75877;758777404;Sao Carlos;343;1692;42;18.32;N;15959
75877;758777405;Jararaca;288;3100;229;111.56;N;15959
75151;751517426;Humaitá;0;0;0;0.01;N;14651
75151;751517427;Mineira;0;0;0;0;N;14651
72964;729642188;FAZENDA DO SALTO;1;0;0;18.28;N;16776
72989;729892216;MUNIQUE;0;10;1;22.62;N;14645
72989;729892217;EXPRESSO PATO BRAGADO;0;75;1;34.32;S;14645
72989;729892218;BREMEN;0;0;0;0.03;N;14645
72989;729892219;HAMBURGO;2;11055;1;2.1;N;14645
72160;721602357;FARADAY;1148;23779;920;328.69;N;14628
72160;721602358;CAMBUI;136;2988;129;44.02;N;14628
75873;758737006;Panteon;496;5768;381;206.34;N;14652
75873;758737007;Tropeiro;343;5112;199;115.16;N;14652
75646;756467150;Tapajós;784;2658;133;43.01;N;16780
75646;756467151;Xingu;895;1300;38;18.43;N;16780
75646;756467152;Juruá;1080;1230;22;3.84;N;16780
75646;756467153;Negro;278;2349;190;82.37;N;16780
75990;759907363;Brasil Argentina;2359;10727;195;79.14;N;15919
72140;721407414;Novo Farol;1369;5998;140;85.53;N;14682
72140;721407415;Novo Frifeme;4073;14186;225;71;N;14682
72140;721407416;Novo Kennedy;3398;22330;85;14.47;N;14682
72140;721407417;Novo Cercam;1882;18038;336;218.45;N;14682
72140;721407418;Novo Nogueira;5532;22328;389;178.26;N;14682
72840;728402481;MATO RICO;295;4901;201;128.91;N;14632
72585;725857132;Florada;3872;14704;236;82.5;N;14653
72593;725937133;Carneiro;4636;9688;95;19.16;N;15933
72593;725937134;ACU;3593;5648;64;10.33;N;15933
72593;725937135;Cipó;2663;4552;47;8.68;N;15933
72593;725937136;Augusto Loddi;2773;7052;44;6.06;N;15933
72593;725937137;Macarrão;4808;8582;75;11.55;N;15933
72593;725937138;Guabá;4044;8430;79;14.64;N;15933
72593;725937139;Ferradura;5021;14960;208;57.75;N;15933
72570;725702339;RAMPAZO;473;5602;79;76.34;N;14659
75222;752222176;CAETANO MENDES;985;8228;359;236.49;N;15929
75222;752222178;GRALHA AZUL;1060;8768;386;226.63;N;15929
75775;757757122;Pinhalzinho;896;9326;475;127.01;N;14687
75231;752312192;BARREIROS;450;4308;276;83.89;N;16770
72300;723002489;PCH CORREGO FUNDO;0;0;0;23.94;N;14666
72989;729897002;PORTO MENDES;1001;7208;211;109.11;N;14645
72989;729897003;COLONIA;431;11668;122;107.73;N;14645
72989;729897004;BAYER;4455;12795;205;66.87;N;14645
72989;729897005;BERLIM;2836;10322;116;24.75;N;14645
72581;725817197;Eurogarden;1648;14888;62;8.79;N;15937
72890;728907127;Pug ( PungÁ );3999;12848;248;66.04;N;15930
72770;727702365;PCH RIO DO COBRE;1;0;0;41.2;N;14642
72964;729646969;PATAXÓ;2524;17040;181;103.92;N;16776
72576;725767316;Damião;0;0;0;1.41;N;14657
74570;745707351;Passos;0;0;0;0;N;
72160;721607413;Sao Miguel;0;0;0;0.01;N;14628
75880;758807419;BERTOJA;0;0;0;0.02;N;
75880;758807420;PONTE DOS ARCOS;0;0;0;0.02;N;14684
72849;728497481;Escócia;3977;7248;102;22.68;N;14629
75082;750827493;Rio Abaixo;0;0;0;0;N;15973
74745;747457494;Campina do Taquaral;0;0;0;0;N;15921
72581;725817149;Itororó;2651;7895;47;5.96;N;15937
74680;746807308;Sítio Cercado 2;3323;4658;50;7.5;N;16767
72630;726302496;POCO BONITO;0;0;0;0.01;N;14650
75169;751697490;Santa Olga;0;0;0;0.02;N;15571
75169;751697491;Cafeeiros;0;0;0;0.02;N;15571
74743;747437118;Manfron;4771;11038;139;25.7;N;15567
75040;750406990;Fênix;2;8875;0;1.79;N;16755
71170;711707326;Rondon 3;5372;14415;118;20.41;N;15581
71170;711707327;Isdralit 4;12;10500;4;3.1;N;15581
71170;711707328;Eletrofrio 4;3313;19528;67;13.59;N;15581
72995;729956998;Jardim Vitória;4192;17872;132;21.98;N;15575
75325;753252182;MALLET;0;0;0;0.01;N;14627
74699;746997210;Graciosa 2;63;11102;8;4.79;N;14578
72800;728002227;BIG BEN;1;10610;0;8.72;N;15570
74699;746997309;Caron;3813;14378;136;30.69;N;14578
74680;746807333;Sitio Cercado;0;0;0;0.01;N;16767
75155;751552296;SOCAVAO;2597;25090;1403;661.24;N;14678
75155;751552297;SERRADINHO;456;8021;235;78.84;N;14678
75155;751552298;ABAPA;1673;20205;864;386.5;N;14678
74200;742007117;Belczack;5490;16128;94;12.14;N;15974
72180;721807075;Bicudo;4577;12128;144;27.34;N;15919
72180;721807076;Canário;3193;6800;92;17.12;N;15919
72180;721807077;Azulão;2293;4670;50;9.76;N;15919
72180;721807078;Arara;2768;8683;234;89.49;N;15919
72180;721807079;Locatelli;0;0;0;0.75;N;15919
75156;751562336;REPRESO;0;0;0;0.02;N;15570
75095;750957098;Sossego;417;1120;38;33.01;N;15953
75609;756097207;Comur;342;6004;194;151.74;N;14651
72861;728617336;Corcovado;1780;6880;98;23.26;N;15569
72630;726307196;Viena;4564;6838;84;16.59;N;14650
75927;759272312;ROSEIRA;0;0;0;36.26;N;
72638;726382452;EXPRESSO CAMBIRA;167;7351;135;64.88;N;16755
75151;751512455;NOVA LONDRINA;0;0;0;10.52;N;14651
75168;751682465;ITAPOA 2;3;2865;8;30.7;N;14657
72160;721607412;Taipa;0;0;0;3.5;N;14628
75631;756312324;QUIAIS;721;7410;211;49;N;14652
75040;750406968;Imperial;945;25984;297;154.08;N;16755
74570;745707489;Sequinel;0;0;0;0.01;N;16765
75341;753412211;LD MIB CTV;0;0;0;25.6;N;14633
75731;757312220;POETA;588;7748;43;10.11;N;14668
72209;722092221;LD CGH DA ILHA;2;5455;2;37.81;N;15967
72995;729957156;Vila Adriana;3863;11518;106;17.43;N;15575
72685;726857325;Dilon;0;0;0;0.02;N;14644
74570;745707352;Passos Antigo;6253;13648;88;12.82;N;16765
72561;725617217;Rio Amazonas;0;0;0;0.01;N;15956
72211;722117095;ATILIO FONTANA;2486;5932;72;13.6;N;15968
75875;758757407;SANTARIA;1489;9300;80;19.34;N;15970
75875;758757408;MORRO GRANDE;0;0;0;0.01;N;15970
75875;758757409;BENATO;1225;3130;58;16.14;N;15970
75174;751747073;Felisberto;818;6881;544;305.39;N;15940
75895;758952446;APARECIDA DO IVAI;0;0;0;18.45;N;14667
72850;728502338;BONINA;0;40;2;30.35;S;14628
75224;752242199;EXPRESSO ANTONIO OLINTO;0;0;0;0.07;N;14687
75626;756262288;QMDSJT;0;10;1;34.14;N;14638
74749;747497495;Batata;0;0;0;0;N;
72410;724102290;BAIRRO DOS FRANCA;0;0;0;50.21;N;14662
72160;721602471;BRITADOR IGUACU;0;0;0;1.13;N;14628
72160;721602472;DUAS BARRAS;0;0;0;0.1;N;14628
72865;728657000;PERSIA;3766;5060;62;17.64;N;15961
75088;750882459;ERCILANDIA;905;5210;106;89.89;N;16756
72810;728102469;PLANALTINA;0;0;1;2.59;N;14651
75990;759907447;Freijó;370;7594;296;158.09;N;15919
